account_id,touchpoint_dt,interaction_value
adv-037,2024-12-07,1.5
adv-037,2024-12-20,2.0
adv-037,2024-12-27,1.5
adv-037,2024-12-28,2.0
adv-037,2024-12-28,1.5
adv-038,2024-10-31,2.0
adv-038,2024-11-01,2.0
adv-038,2024-11-02,2.0
adv-038,2024-11-08,1.5
adv-038,2024-11-16,1.0
adv-038,2024-11-22,2.0
adv-038,2024-11-23,2.0
adv-038,2024-12-07,1.0
adv-038,2024-12-08,1.0
adv-038,2024-12-13,1.5
adv-038,2024-12-16,1.5
adv-038,2024-12-20,2.0
adv-038,2025-01-10,1.0
adv-038,2025-01-11,1.0
adv-038,2025-01-18,1.0
adv-039,2024-10-28,1.0
adv-039,2024-11-02,1.5
adv-039,2024-11-04,1.0
adv-039,2024-11-05,1.5
adv-039,2024-11-06,1.0
adv-039,2024-11-07,2.0
adv-039,2024-11-07,1.0
adv-039,2024-11-08,1.0
adv-039,2024-11-11,1.5
adv-039,2024-11-13,1.0
adv-039,2024-11-17,2.0
adv-039,2024-11-20,1.5
adv-039,2024-11-23,1.0
adv-039,2024-11-27,2.0
adv-039,2024-11-28,2.0
adv-039,2024-11-30,2.0
adv-039,2024-12-01,2.0
adv-039,2024-12-02,1.0
adv-039,2024-12-08,1.0
adv-039,2024-12-09,1.5
adv-039,2024-12-11,1.0
adv-039,2024-12-13,2.0
adv-039,2024-12-16,1.0
adv-039,2024-12-17,1.0
adv-039,2024-12-24,1.0
adv-039,2024-12-30,1.0
adv-039,2024-12-31,1.0
adv-039,2025-01-01,2.0
adv-039,2025-01-04,1.0
adv-039,2025-01-05,2.0
adv-039,2025-01-05,2.0
adv-039,2025-01-06,1.0
adv-039,2025-01-06,2.0
adv-039,2025-01-07,1.0
adv-039,2025-01-08,2.0
adv-039,2025-01-08,2.0
adv-039,2025-01-13,1.5
adv-039,2025-01-14,1.0
adv-039,2025-01-18,1.0
adv-039,2025-01-19,1.0
adv-039,2025-01-21,2.0
adv-039,2025-01-22,1.0
adv-040,2024-10-25,1.5
adv-040,2024-11-06,1.5
adv-040,2024-11-10,1.5
adv-040,2024-11-15,2.0
adv-040,2024-11-25,2.0
adv-040,2024-11-30,1.0
adv-040,2024-12-08,2.0
adv-040,2024-12-09,2.0
adv-040,2024-12-22,2.0
adv-040,2025-01-02,1.0
adv-040,2025-01-12,1.0
adv-041,2024-10-28,2.0
adv-041,2024-11-03,1.0
adv-041,2024-11-07,2.0
adv-041,2024-11-11,1.0
adv-041,2024-11-20,1.0
adv-041,2024-12-15,2.0
adv-041,2024-12-21,2.0
adv-041,2024-12-25,1.0
adv-041,2025-01-06,2.0
adv-041,2025-01-10,1.5
adv-042,2024-10-26,2.0
adv-042,2024-10-30,2.0
adv-042,2024-10-31,2.0
adv-042,2024-11-11,2.0
adv-042,2024-11-14,1.0
adv-042,2024-11-15,1.0
adv-042,2024-11-20,2.0
adv-042,2024-11-21,2.0
adv-042,2024-11-22,2.0
adv-042,2024-11-28,1.5
adv-042,2024-11-29,2.0
adv-042,2024-12-01,1.5
adv-042,2024-12-03,1.0
adv-042,2024-12-15,1.0
adv-042,2024-12-18,1.5
adv-042,2024-12-19,1.0
adv-042,2024-12-20,2.0
adv-042,2024-12-29,1.0
adv-042,2024-12-31,1.5
adv-042,2025-01-02,2.0
adv-042,2025-01-08,1.5
adv-042,2025-01-10,1.5
adv-042,2025-01-14,2.0
adv-042,2025-01-15,2.0
adv-042,2025-01-15,2.0
adv-042,2025-01-16,2.0
adv-042,2025-01-19,1.5
adv-042,2025-01-20,1.5
adv-043,2024-11-14,1.5
adv-043,2024-11-19,1.0
adv-043,2024-12-09,1.0
adv-043,2024-12-10,1.0
adv-043,2024-12-16,2.0
adv-043,2025-01-03,1.5
adv-044,2024-10-30,1.0
adv-044,2024-10-31,1.0
adv-044,2024-10-31,1.0
adv-044,2024-11-14,1.0
adv-044,2024-12-26,1.5
adv-044,2024-12-27,2.0
adv-045,2024-10-29,1.0
adv-045,2024-10-30,1.0
adv-045,2024-10-31,1.0
adv-045,2024-11-08,2.0
adv-045,2024-11-11,2.0
adv-045,2024-11-17,1.5
adv-045,2024-11-20,1.0
adv-045,2024-12-01,1.5
adv-045,2024-12-02,1.5
adv-045,2024-12-10,1.0
adv-045,2024-12-15,2.0
adv-045,2024-12-17,1.5
adv-045,2024-12-27,1.0
adv-045,2025-01-10,1.5
adv-045,2025-01-18,1.0
adv-046,2024-10-30,1.5
adv-046,2024-10-31,1.0
adv-046,2024-11-08,1.5
adv-046,2024-11-11,2.0
adv-046,2024-11-12,2.0
adv-046,2024-11-18,2.0
adv-046,2024-11-23,1.5
adv-046,2024-11-24,1.0
adv-046,2024-12-11,2.0
adv-046,2024-12-12,2.0
adv-046,2025-01-10,1.0
adv-046,2025-01-12,1.0
adv-046,2025-01-17,1.5
adv-046,2025-01-18,1.0
adv-047,2024-10-29,2.0
adv-047,2024-10-30,2.0
adv-047,2024-10-31,2.0
adv-047,2024-11-06,1.0
adv-047,2024-11-14,1.0
adv-047,2024-11-15,2.0
adv-047,2024-11-18,1.0
adv-047,2024-11-19,1.0
adv-047,2024-11-22,1.5
adv-047,2024-11-23,1.0
adv-047,2024-11-23,2.0
adv-047,2024-11-25,2.0
adv-047,2024-11-30,2.0
adv-047,2024-12-01,1.0
adv-047,2024-12-01,1.0
adv-047,2024-12-02,1.0
adv-047,2024-12-05,1.0
adv-047,2024-12-09,2.0
adv-047,2024-12-10,1.5
adv-047,2024-12-11,2.0
adv-047,2024-12-11,1.5
adv-047,2024-12-13,2.0
adv-047,2024-12-14,1.0
adv-047,2024-12-19,1.5
adv-047,2024-12-25,1.5
adv-047,2025-01-01,1.0
adv-047,2025-01-02,2.0
adv-047,2025-01-06,2.0
adv-047,2025-01-08,1.0
adv-047,2025-01-12,1.5
adv-047,2025-01-15,1.5
adv-047,2025-01-16,1.5
adv-047,2025-01-17,1.0
adv-047,2025-01-18,2.0
adv-047,2025-01-22,1.0
adv-048,2024-10-25,1.5
adv-048,2024-10-26,1.0
adv-048,2024-10-26,1.0
adv-048,2024-10-29,2.0
adv-048,2024-10-30,1.0
adv-048,2024-10-31,1.0
adv-048,2024-11-01,1.5
adv-048,2024-11-04,1.5
adv-048,2024-11-13,1.0
adv-048,2024-11-14,1.0
adv-048,2024-11-15,1.5
adv-048,2024-11-17,2.0
adv-048,2024-11-18,1.5
adv-048,2024-11-20,2.0
adv-048,2024-11-27,2.0
adv-048,2024-11-30,1.0
adv-048,2024-12-01,1.0
adv-048,2024-12-02,2.0
adv-048,2024-12-03,2.0
adv-048,2024-12-04,1.5
adv-048,2024-12-05,2.0
adv-048,2024-12-08,1.5
adv-048,2024-12-14,1.0
adv-048,2024-12-18,2.0
adv-048,2024-12-26,1.0
adv-048,2024-12-28,2.0
adv-048,2024-12-29,2.0
adv-048,2024-12-30,2.0
adv-048,2024-12-31,2.0
adv-048,2025-01-02,1.5
adv-048,2025-01-03,1.0
adv-048,2025-01-04,1.5
adv-048,2025-01-06,1.0
adv-048,2025-01-10,1.0
adv-048,2025-01-11,2.0
adv-048,2025-01-11,1.5
adv-048,2025-01-14,2.0
adv-048,2025-01-15,1.5
adv-048,2025-01-16,1.0
adv-048,2025-01-18,2.0
adv-048,2025-01-19,1.0
adv-049,2024-10-28,1.0
adv-049,2024-10-29,1.0
adv-049,2024-10-30,1.5
adv-049,2024-11-03,2.0
adv-049,2024-11-04,1.0
adv-049,2024-11-08,1.0
adv-049,2024-11-12,1.0
adv-049,2024-11-16,1.5
adv-049,2024-11-19,1.0
adv-049,2024-11-26,2.0
adv-049,2024-11-27,2.0
adv-049,2024-11-30,1.0
adv-049,2024-12-03,1.5
adv-049,2024-12-04,1.5
adv-049,2024-12-05,1.0
adv-049,2024-12-09,1.0
adv-049,2024-12-10,1.0
adv-049,2024-12-14,2.0
adv-049,2024-12-15,1.0
adv-049,2024-12-20,1.5
adv-049,2024-12-21,2.0
adv-049,2024-12-21,1.5
adv-049,2024-12-22,2.0
adv-049,2024-12-24,1.5
adv-049,2024-12-26,1.5
adv-049,2024-12-31,2.0
adv-049,2025-01-02,1.5
adv-049,2025-01-05,1.0
adv-049,2025-01-10,1.0
adv-049,2025-01-13,2.0
adv-049,2025-01-14,2.0
adv-049,2025-01-16,2.0
adv-049,2025-01-17,2.0
adv-049,2025-01-18,1.5
adv-049,2025-01-19,1.0
adv-049,2025-01-20,2.0
adv-050,2024-10-25,1.5
adv-050,2024-10-29,2.0
adv-050,2024-11-01,2.0
adv-050,2024-11-02,1.0
adv-050,2024-11-03,2.0
adv-050,2024-11-12,1.5
adv-050,2024-11-15,1.5
adv-050,2024-11-16,1.0
adv-050,2024-11-17,1.5
adv-050,2024-11-18,1.0
adv-050,2024-11-23,1.0
adv-050,2024-11-25,2.0
adv-050,2024-11-28,1.5
adv-050,2024-12-01,1.5
adv-050,2024-12-05,1.5
adv-050,2024-12-06,2.0
adv-050,2024-12-09,1.5
adv-050,2024-12-11,2.0
adv-050,2024-12-12,2.0
adv-050,2024-12-19,1.5
adv-050,2024-12-20,2.0
adv-050,2024-12-20,2.0
adv-050,2024-12-25,1.5
adv-050,2024-12-28,2.0
adv-050,2024-12-29,2.0
adv-050,2024-12-30,1.0
adv-050,2025-01-01,1.5
adv-050,2025-01-02,2.0
adv-050,2025-01-02,1.5
adv-050,2025-01-03,1.5
adv-050,2025-01-04,1.5
adv-050,2025-01-16,1.5
adv-050,2025-01-19,1.0
adv-050,2025-01-21,2.0
adv-051,2024-11-04,1.5
adv-051,2024-11-21,2.0
adv-051,2024-11-22,2.0
adv-051,2024-11-28,1.0
adv-051,2024-12-07,1.0
adv-051,2024-12-21,1.0
adv-051,2024-12-29,2.0
adv-051,2024-12-31,2.0
adv-051,2025-01-11,2.0
adv-052,2024-11-05,1.5
adv-052,2024-11-07,1.5
adv-052,2024-11-14,1.5
adv-052,2024-11-15,1.0
adv-052,2024-11-17,1.0
adv-052,2024-11-19,2.0
adv-052,2024-11-20,1.5
adv-052,2024-11-23,1.5
adv-052,2024-11-25,2.0
adv-052,2024-11-26,1.5
adv-052,2024-11-28,2.0
adv-052,2024-11-29,2.0
adv-052,2024-12-01,2.0
adv-052,2024-12-03,1.0
adv-052,2024-12-06,2.0
adv-052,2024-12-07,1.0
adv-052,2024-12-07,1.0
adv-052,2024-12-08,2.0
adv-052,2024-12-11,1.5
adv-052,2024-12-12,2.0
adv-052,2024-12-17,1.5
adv-052,2024-12-20,2.0
adv-052,2024-12-22,1.0
adv-052,2024-12-23,1.5
adv-052,2024-12-28,1.5
adv-052,2024-12-29,2.0
adv-052,2024-12-29,1.5
adv-052,2024-12-30,2.0
adv-052,2025-01-05,1.5
adv-052,2025-01-11,1.5
adv-052,2025-01-17,1.5
adv-052,2025-01-18,1.0
adv-052,2025-01-20,2.0
adv-052,2025-01-21,1.0
adv-053,2024-11-01,1.5
adv-053,2024-11-06,1.5
adv-053,2024-11-15,1.0
adv-053,2024-11-18,1.0
adv-053,2024-11-23,2.0
adv-053,2024-11-26,1.5
adv-053,2024-12-03,2.0
adv-053,2024-12-04,1.5
adv-053,2024-12-07,2.0
adv-053,2024-12-08,2.0
adv-053,2024-12-10,2.0
adv-053,2024-12-11,2.0
adv-053,2024-12-12,1.5
adv-053,2025-01-03,1.5
adv-053,2025-01-04,1.0
adv-053,2025-01-06,1.5
adv-053,2025-01-07,1.0
adv-053,2025-01-22,1.0
adv-053,2025-01-23,1.0
adv-054,2024-10-28,2.0
adv-054,2024-11-01,1.5
adv-054,2024-11-17,2.0
adv-054,2024-12-06,2.0
adv-054,2024-12-27,1.5
adv-054,2025-01-14,1.5
adv-054,2025-01-15,2.0
adv-054,2025-01-16,1.5
adv-054,2025-01-17,2.0
adv-055,2024-10-28,2.0
adv-055,2024-10-29,2.0
adv-055,2024-10-30,2.0
adv-055,2024-11-01,2.0
adv-055,2024-11-12,2.0
adv-055,2024-11-13,1.0
adv-055,2024-11-20,2.0
adv-055,2024-11-21,1.5
adv-055,2024-11-26,1.5
adv-055,2024-11-29,1.5
adv-055,2024-12-09,1.0
adv-055,2024-12-10,1.5
adv-055,2024-12-14,1.5
adv-055,2024-12-15,2.0
adv-055,2024-12-18,2.0
adv-055,2024-12-19,1.0
adv-055,2024-12-23,1.0
adv-055,2024-12-24,1.5
adv-055,2024-12-29,1.0
adv-055,2025-01-02,2.0
adv-055,2025-01-19,2.0
adv-056,2024-10-28,1.5
adv-056,2024-10-30,1.0
adv-056,2024-10-31,2.0
adv-056,2024-11-02,2.0
adv-056,2024-11-04,1.5
adv-056,2024-12-02,1.5
adv-056,2024-12-06,1.5
adv-056,2024-12-15,1.5
adv-056,2024-12-25,2.0
adv-056,2024-12-26,1.0
adv-056,2025-01-07,2.0
adv-056,2025-01-11,2.0
adv-056,2025-01-13,1.5
adv-056,2025-01-14,2.0
adv-057,2024-10-26,1.5
adv-057,2024-10-29,2.0
adv-057,2024-11-01,1.0
adv-057,2024-11-05,2.0
adv-057,2024-11-10,1.5
adv-057,2024-11-12,2.0
adv-057,2024-11-20,2.0
adv-057,2024-11-21,2.0
adv-057,2024-11-22,1.5
adv-057,2024-11-27,1.5
adv-057,2024-11-29,1.0
adv-057,2024-12-01,2.0
adv-057,2024-12-05,1.5
adv-057,2024-12-09,1.0
adv-057,2024-12-10,1.5
adv-057,2024-12-12,1.0
adv-057,2024-12-13,2.0
adv-057,2024-12-15,2.0
adv-057,2024-12-16,1.0
adv-057,2024-12-18,2.0
adv-057,2024-12-21,2.0
adv-057,2024-12-25,1.0
adv-057,2024-12-27,2.0
adv-057,2024-12-31,2.0
adv-057,2025-01-01,2.0
adv-057,2025-01-02,2.0
adv-057,2025-01-03,1.0
adv-057,2025-01-04,2.0
adv-057,2025-01-09,2.0
adv-057,2025-01-10,2.0
adv-057,2025-01-12,2.0
adv-057,2025-01-14,1.5
adv-057,2025-01-16,1.5
adv-057,2025-01-20,1.0
adv-057,2025-01-21,1.0
adv-058,2024-10-25,1.5
adv-058,2024-11-07,2.0
adv-058,2024-11-22,1.0
adv-058,2024-11-26,2.0
adv-058,2024-11-28,1.0
adv-058,2024-11-29,2.0
adv-058,2024-11-29,1.5
adv-058,2024-12-18,1.0
adv-058,2024-12-24,2.0
adv-058,2024-12-31,2.0
adv-058,2025-01-06,2.0
adv-058,2025-01-13,1.5
adv-059,2024-10-25,1.5
adv-059,2024-12-01,1.0
adv-059,2024-12-02,2.0
adv-059,2024-12-04,2.0
adv-059,2024-12-05,1.5
adv-059,2024-12-06,1.0
adv-059,2024-12-26,1.5
adv-059,2025-01-10,2.0
adv-060,2024-10-27,1.0
adv-060,2024-11-01,1.5
adv-060,2024-11-11,1.0
adv-060,2024-11-14,1.0
adv-060,2024-11-24,1.0
adv-060,2024-11-26,1.5
adv-060,2024-11-27,1.0
adv-060,2024-12-05,1.5
adv-060,2024-12-06,2.0
adv-060,2024-12-19,1.0
adv-060,2024-12-20,2.0
adv-060,2025-01-03,1.0
adv-060,2025-01-06,1.0
adv-060,2025-01-21,1.0
adv-061,2024-11-04,1.5
adv-061,2024-11-08,2.0
adv-061,2024-11-19,1.5
adv-061,2024-11-20,1.5
adv-061,2024-11-22,2.0
adv-061,2024-11-29,2.0
adv-061,2024-11-30,1.0
adv-061,2024-12-05,2.0
adv-061,2024-12-08,2.0
adv-061,2024-12-10,1.0
adv-061,2024-12-11,1.0
adv-061,2024-12-12,2.0
adv-061,2024-12-15,2.0
adv-061,2024-12-16,1.0
adv-061,2024-12-30,1.0
adv-061,2024-12-31,2.0
adv-061,2025-01-05,1.0
adv-061,2025-01-06,2.0
adv-061,2025-01-12,2.0
adv-061,2025-01-20,1.5
adv-062,2024-10-30,1.5
adv-062,2024-11-02,2.0
adv-062,2024-11-05,1.0
adv-062,2024-11-06,1.0
adv-062,2024-11-07,1.5
adv-062,2024-11-09,1.0
adv-062,2024-11-11,1.5
adv-062,2024-11-15,1.0
adv-062,2024-11-16,2.0
adv-062,2024-11-16,1.5
adv-062,2024-11-17,2.0
adv-062,2024-11-18,2.0
adv-062,2024-11-21,2.0
adv-062,2024-11-24,2.0
adv-062,2024-11-25,2.0
adv-062,2024-11-26,1.0
adv-062,2024-11-27,1.0
adv-062,2024-11-27,2.0
adv-062,2024-11-29,1.0
adv-062,2024-12-01,2.0
adv-062,2024-12-02,1.5
adv-062,2024-12-03,1.5
adv-062,2024-12-04,2.0
adv-062,2024-12-05,2.0
adv-062,2024-12-08,1.5
adv-062,2024-12-09,1.0
adv-062,2024-12-14,1.5
adv-062,2024-12-15,2.0
adv-062,2024-12-16,2.0
adv-062,2024-12-21,1.5
adv-062,2024-12-23,1.0
adv-062,2024-12-24,1.0
adv-062,2024-12-27,1.5
adv-062,2025-01-01,1.5
adv-062,2025-01-02,2.0
adv-062,2025-01-02,2.0
adv-062,2025-01-03,1.5
adv-062,2025-01-09,2.0
adv-062,2025-01-10,2.0
adv-062,2025-01-10,1.0
adv-062,2025-01-11,1.0
adv-062,2025-01-17,1.0
adv-062,2025-01-20,1.0
adv-063,2024-10-27,2.0
adv-063,2024-10-28,1.5
adv-063,2024-10-29,1.5
adv-063,2024-11-02,2.0
adv-063,2024-11-06,1.0
adv-063,2024-11-10,1.5
adv-063,2024-11-11,2.0
adv-063,2024-11-17,1.5
adv-063,2024-11-19,1.0
adv-063,2024-11-22,2.0
adv-063,2024-11-23,1.0
adv-063,2024-11-24,2.0
adv-063,2024-11-26,1.5
adv-063,2024-12-01,2.0
adv-063,2024-12-04,2.0
adv-063,2024-12-05,1.0
adv-063,2024-12-09,1.0
adv-063,2024-12-12,1.5
adv-063,2024-12-17,2.0
adv-063,2024-12-19,1.5
adv-063,2024-12-20,1.0
adv-063,2024-12-21,2.0
adv-063,2024-12-22,1.0
adv-063,2024-12-29,1.0
adv-063,2024-12-30,2.0
adv-063,2025-01-02,1.0
adv-063,2025-01-03,2.0
adv-063,2025-01-04,1.0
adv-063,2025-01-05,2.0
adv-063,2025-01-09,2.0
adv-063,2025-01-12,1.0
adv-063,2025-01-17,1.0
adv-063,2025-01-20,1.5
adv-064,2024-10-25,2.0
adv-064,2024-10-26,1.0
adv-064,2024-10-26,1.0
adv-064,2024-10-27,2.0
adv-064,2024-10-31,1.0
adv-064,2024-11-11,2.0
adv-064,2024-11-15,2.0
adv-064,2024-11-16,1.0
adv-064,2024-11-19,1.0
adv-064,2024-11-20,1.0
adv-064,2024-11-22,1.5
adv-064,2024-11-23,2.0
adv-064,2024-11-24,2.0
adv-064,2024-11-25,2.0
adv-064,2024-11-26,1.5
adv-064,2024-12-02,2.0
adv-064,2024-12-03,2.0
adv-064,2024-12-03,1.0
adv-064,2024-12-04,1.0
adv-064,2024-12-09,2.0
adv-064,2024-12-11,1.5
adv-064,2024-12-12,1.5
adv-064,2024-12-13,2.0
adv-064,2024-12-18,1.0
adv-064,2024-12-19,1.5
adv-064,2024-12-20,1.0
adv-064,2024-12-21,1.0
adv-064,2024-12-23,2.0
adv-064,2024-12-24,2.0
adv-064,2024-12-25,2.0
adv-064,2024-12-28,2.0
adv-064,2024-12-29,2.0
adv-064,2025-01-09,2.0
adv-064,2025-01-10,2.0
adv-064,2025-01-14,2.0
adv-064,2025-01-15,1.0
adv-064,2025-01-15,2.0
adv-064,2025-01-16,1.5
adv-065,2024-10-25,1.0
adv-065,2024-10-27,1.5
adv-065,2024-10-31,2.0
adv-065,2024-11-01,1.5
adv-065,2024-11-03,1.0
adv-065,2024-11-05,1.5
adv-065,2024-11-11,2.0
adv-065,2024-11-15,1.0
adv-065,2024-11-16,2.0
adv-065,2024-11-18,2.0
adv-065,2024-11-19,1.0
adv-065,2024-11-19,1.0
adv-065,2024-11-22,1.0
adv-065,2024-11-30,1.0
adv-065,2024-12-02,1.5
adv-065,2024-12-05,1.5
adv-065,2024-12-06,2.0
adv-065,2024-12-06,2.0
adv-065,2024-12-08,1.5
adv-065,2024-12-10,1.5
adv-065,2024-12-11,2.0
adv-065,2024-12-12,1.0
adv-065,2024-12-14,2.0
adv-065,2024-12-15,2.0
adv-065,2024-12-19,1.5
adv-065,2024-12-20,1.0
adv-065,2024-12-20,1.5
adv-065,2024-12-21,2.0
adv-065,2024-12-25,1.5
adv-065,2024-12-26,1.0
adv-065,2024-12-27,2.0
adv-065,2024-12-28,1.0
adv-065,2025-01-04,2.0
adv-065,2025-01-05,2.0
adv-065,2025-01-07,1.5
adv-065,2025-01-09,1.5
adv-065,2025-01-13,1.0
adv-065,2025-01-14,1.5
adv-065,2025-01-15,2.0
adv-065,2025-01-16,1.5
adv-065,2025-01-17,2.0
adv-065,2025-01-18,1.5
adv-065,2025-01-19,2.0
adv-065,2025-01-20,1.0
adv-066,2024-11-14,1.0
adv-066,2024-11-20,1.5
adv-066,2024-11-22,1.0
adv-066,2024-11-25,1.5
adv-066,2024-11-30,2.0
adv-066,2024-12-01,1.0
adv-066,2025-01-01,1.5
adv-066,2025-01-09,2.0
adv-066,2025-01-16,1.5
adv-066,2025-01-17,1.0
adv-066,2025-01-18,1.0
adv-066,2025-01-19,2.0
adv-067,2024-11-01,2.0
adv-067,2024-11-05,2.0
adv-067,2024-11-06,1.5
adv-067,2024-11-25,1.5
adv-067,2024-12-23,1.5
adv-067,2025-01-04,1.0
adv-068,2024-10-31,2.0
adv-068,2024-11-24,2.0
adv-068,2024-11-25,1.5
adv-068,2024-12-09,2.0
adv-068,2024-12-16,2.0
adv-068,2024-12-19,2.0
adv-068,2024-12-23,1.0
adv-068,2024-12-24,2.0
adv-068,2024-12-26,1.5
adv-068,2025-01-06,1.0
adv-068,2025-01-15,2.0
adv-068,2025-01-17,1.5
adv-069,2024-10-30,1.5
adv-069,2024-11-01,1.0
adv-069,2024-11-02,2.0
adv-069,2024-11-03,2.0
adv-069,2024-11-12,1.5
adv-069,2024-11-14,2.0
adv-069,2024-12-11,1.0
adv-069,2024-12-14,2.0
adv-069,2025-01-05,1.0
adv-069,2025-01-07,1.5
adv-069,2025-01-09,1.0
adv-069,2025-01-10,1.0
adv-069,2025-01-21,1.0
adv-070,2024-11-06,1.5
adv-070,2024-11-21,2.0
adv-070,2024-11-28,1.0
adv-070,2024-12-06,1.5
adv-070,2024-12-08,1.0
adv-070,2024-12-18,2.0
adv-070,2025-01-09,1.5
adv-070,2025-01-21,2.0
adv-071,2024-11-11,2.0
adv-071,2025-01-16,1.0
adv-071,2025-01-22,2.0
adv-072,2024-10-26,1.0
adv-072,2024-10-31,1.5
adv-072,2024-11-01,1.5
adv-072,2024-11-05,1.0
adv-072,2024-11-11,1.5
adv-072,2024-11-20,1.0
adv-072,2024-11-21,2.0
adv-072,2024-11-30,2.0
adv-072,2024-12-01,2.0
adv-072,2024-12-08,1.0
adv-072,2024-12-09,2.0
adv-072,2024-12-12,2.0
adv-072,2024-12-13,1.0
adv-072,2024-12-13,1.5
adv-072,2024-12-14,2.0
adv-072,2024-12-15,1.0
adv-072,2024-12-16,2.0
adv-072,2024-12-20,1.5
adv-072,2024-12-30,2.0
adv-072,2024-12-31,1.0
adv-072,2025-01-02,1.0
adv-072,2025-01-04,1.5
adv-072,2025-01-05,1.0
adv-072,2025-01-12,2.0
adv-073,2024-10-29,1.5
adv-073,2024-11-15,2.0
adv-073,2024-12-25,1.5
adv-073,2024-12-30,1.5
adv-073,2025-01-01,2.0
adv-073,2025-01-17,1.0
adv-073,2025-01-18,2.0
adv-074,2024-11-05,2.0
adv-074,2024-11-06,2.0
adv-074,2024-11-15,1.5
adv-074,2024-11-16,1.0
adv-074,2024-12-02,1.0
adv-074,2024-12-05,1.0
adv-074,2024-12-06,1.0
adv-074,2024-12-07,1.0
adv-074,2024-12-12,1.5
adv-074,2024-12-13,1.0
adv-074,2024-12-19,1.5
adv-074,2025-01-05,2.0
adv-074,2025-01-18,1.0
adv-075,2024-11-13,2.0
adv-075,2024-11-14,2.0
adv-075,2024-11-15,1.0
adv-075,2024-11-19,2.0
adv-075,2024-11-22,1.0
adv-075,2024-11-26,2.0
adv-075,2024-11-27,2.0
adv-075,2024-11-28,1.5
adv-075,2024-12-02,1.5
adv-075,2024-12-04,2.0
adv-075,2024-12-07,1.0
adv-075,2024-12-11,1.0
adv-075,2024-12-24,1.5
adv-075,2024-12-27,1.0
adv-075,2025-01-02,1.0
adv-075,2025-01-03,2.0
adv-076,2024-10-25,2.0
adv-076,2024-10-26,2.0
adv-076,2024-11-01,2.0
adv-076,2024-11-03,1.5
adv-076,2024-11-09,2.0
adv-076,2024-11-12,2.0
adv-076,2024-11-22,1.5
adv-076,2024-12-06,1.0
adv-076,2024-12-07,1.0
adv-076,2024-12-08,1.5
adv-076,2024-12-10,1.5
adv-076,2024-12-11,2.0
adv-076,2024-12-11,1.0
adv-076,2024-12-14,1.5
adv-076,2024-12-16,2.0
adv-076,2024-12-17,2.0
adv-076,2024-12-18,2.0
adv-076,2024-12-20,2.0
adv-076,2024-12-21,1.0
adv-076,2025-01-09,1.0
adv-076,2025-01-15,1.5
adv-076,2025-01-16,2.0
adv-076,2025-01-18,2.0
adv-077,2024-10-25,2.0
adv-077,2024-10-31,1.0
adv-077,2024-11-02,1.5
adv-077,2024-11-03,2.0
adv-077,2024-11-06,1.5
adv-077,2024-11-07,1.5
adv-077,2024-11-11,1.5
adv-077,2024-11-15,1.0
adv-077,2024-11-24,2.0
adv-077,2024-11-25,1.5
adv-077,2024-11-27,1.0
adv-077,2024-11-28,1.5
adv-077,2024-12-02,1.5
adv-077,2024-12-04,2.0
adv-077,2024-12-06,1.5
adv-077,2024-12-08,1.0
adv-077,2024-12-09,2.0
adv-077,2024-12-10,1.0
adv-077,2024-12-14,2.0
adv-077,2024-12-15,1.5
adv-077,2024-12-17,1.0
adv-077,2024-12-18,2.0
adv-077,2024-12-22,1.0
adv-077,2024-12-23,2.0
adv-077,2024-12-24,1.0
adv-077,2024-12-25,2.0
adv-077,2024-12-26,1.0
adv-077,2024-12-29,2.0
adv-077,2025-01-01,2.0
adv-077,2025-01-06,1.0
adv-077,2025-01-09,1.0
adv-078,2024-12-10,1.5
adv-078,2024-12-11,1.0
adv-078,2024-12-12,1.5
adv-078,2024-12-21,1.5
adv-078,2024-12-31,1.5
adv-078,2025-01-03,1.5
adv-078,2025-01-04,2.0
adv-078,2025-01-06,1.0
adv-079,2024-10-25,1.5
adv-079,2024-10-26,1.5
adv-079,2024-10-30,1.5
adv-079,2024-10-31,1.5
adv-079,2024-11-01,1.0
adv-079,2024-11-09,2.0
adv-079,2024-11-10,1.0
adv-079,2024-11-11,1.5
adv-079,2024-11-15,1.5
adv-079,2024-11-16,2.0
adv-079,2024-11-16,1.5
adv-079,2024-11-17,1.5
adv-079,2024-11-21,1.5
adv-079,2024-12-02,1.5
adv-079,2024-12-03,1.0
adv-079,2024-12-04,1.0
adv-079,2024-12-10,1.0
adv-079,2024-12-14,1.5
adv-079,2024-12-15,2.0
adv-079,2024-12-16,2.0
adv-079,2024-12-17,2.0
adv-079,2024-12-19,2.0
adv-079,2024-12-20,1.0
adv-079,2024-12-22,1.0
adv-079,2024-12-30,2.0
adv-079,2025-01-02,2.0
adv-079,2025-01-03,1.0
adv-079,2025-01-04,1.0
adv-079,2025-01-06,2.0
adv-079,2025-01-09,1.0
adv-079,2025-01-13,1.0
adv-079,2025-01-18,1.5
adv-079,2025-01-19,1.5
adv-080,2024-11-03,1.0
adv-080,2024-11-08,2.0
adv-080,2024-11-09,1.0
adv-080,2024-11-21,1.0
adv-080,2024-11-24,1.5
adv-080,2024-12-03,2.0
adv-080,2024-12-26,2.0
adv-080,2025-01-10,2.0
adv-080,2025-01-11,1.5
adv-080,2025-01-22,2.0
adv-081,2024-10-28,1.0
adv-081,2024-11-02,1.5
adv-081,2024-11-08,2.0
